DATE,TIMESTAMP,XLAT,XLONG,HGT,RAINC,RAINNC,T_500hPa,T_700hPa,T_850hPa,QVAPOR_500,QVAPOR_700,QVAPOR_850,QCLOUD_500,QCLOUD_700,QCLOUD_850,QRAIN_500,QRAIN_700,QRAIN_850,QICE_500,QICE_700,QICE_850,QSNOW_500,QSNOW_700,QSNOW_850,QGRAUP_500,QGRAUP_700,QGRAUP_850,PRECIPITACION,LLUVIA
2015-02-03[00:00:00],1422918016.00000000,41.39833069,-1.33767700,627.91979980,0.00000000,0.00000000,246.20619202,263.74255371,274.91491699,0.00045783,0.00266691,0.00440513,0.00000000,0.00002858,0.00000000,0.00000000,0.00000000,0.00000600,0.00000000,0.00000003,0.00000000,0.00000060,0.00007392,0.00000246,0.00000000,0.00000006,0.00000007,0.00000000,0
2015-02-03[00:00:00],1422918016.00000000,41.39772034,-1.30172729,590.70275879,0.00000000,0.00000000,246.23516846,263.66830444,275.08630371,0.00042169,0.00265031,0.00436786,-0.00000000,0.00006154,0.00000000,0.00000000,0.00000000,0.00000550,0.00000000,0.00000004,0.00000000,0.00000069,0.00007762,0.00000124,0.00000000,0.00000004,0.00000002,0.00000000,0
2015-02-03[00:00:00],1422918016.00000000,41.39709473,-1.26577759,565.84832764,0.00000000,0.00000000,246.23286438,263.60574341,275.10748291,0.00040142,0.00263035,0.00435241,0.00000000,0.00006918,0.00000000,0.00000000,0.00000000,0.00000497,0.00000000,0.00000004,0.00000000,0.00000000,0.00006920,0.00000026,0.00000000,0.00000002,0.00000000,0.00000000,0
2015-02-03[00:00:00],1422918016.00000000,41.39646149,-1.22982788,554.39532471,0.00000000,0.00000000,246.20658875,263.55993652,275.07080078,0.00040443,0.00261194,0.00434346,0.00000000,0.00005607,0.00000000,0.00000000,-0.00000000,0.00000789,0.00000000,0.00000005,0.00000000,-0.00000000,0.00005707,0.00000037,0.00000000,0.00000001,-0.00000000,0.00000000,0
2015-02-03[00:00:00],1422918016.00000000,41.39580154,-1.19384766,545.73046875,0.00000000,0.00000000,246.16807556,263.57394409,275.00845337,0.00040328,0.00258794,0.00433306,-0.00000000,0.00001661,0.00000000,0.00000000,-0.00000000,0.00001450,0.00000000,0.00000006,0.00000000,0.00000000,0.00003060,0.00000063,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.39513779,-1.15789795,551.13873291,0.00000000,0.00000000,246.13340759,263.60211182,274.89749146,0.00041039,0.00256201,0.00434063,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0.00001654,0.00000000,0.00000007,0.00000000,0.00000000,0.00001530,0.00000098,0.00000000,0.00000000,-0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.39445496,-1.12194824,565.27197266,0.00000000,0.00000000,246.10266113,263.69451904,274.75122070,0.00041844,0.00251978,0.00436558,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0.00001373,0.00000000,0.00000009,0.00000000,0.00000000,0.00000547,0.00000241,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.39377213,-1.08599854,587.62042236,0.00000000,0.00000000,246.08407593,263.83831787,274.57363892,0.00043071,0.00246555,0.00440966,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000962,0.00000000,0.00000014,0.00000000,0.00000000,0.00000298,0.00000259,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.39307404,-1.05004883,609.07250977,0.00000000,0.00000000,246.07763672,263.95428467,274.43405151,0.00043925,0.00241741,0.00445098,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00001024,0.00000000,0.00000016,0.00000000,0.00000000,0.00000041,0.00000058,0.00000000,0.00000000,0.00000001,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.39237595,-1.01409912,626.05065918,0.00000000,0.00000000,246.07379150,264.04870605,274.33059692,0.00044619,0.00237591,0.00446339,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000830,0.00000000,0.00000016,0.00000000,0.00000000,0.00000124,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.39164352,-0.97814941,641.83587646,0.00000000,0.00000000,246.08598328,264.11602783,274.25100708,0.00044937,0.00234011,0.00446635,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000417,0.00000000,0.00000015,0.00000000,0.00000000,0.00000097,0.00000000,0.00000000,0.00000000,-0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.39091110,-0.94219971,640.91918945,0.00000000,0.00000000,246.08294678,264.16787720,274.24536133,0.00045802,0.00232272,0.00443495,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000185,0.00000000,0.00000014,0.00000000,0.00000000,0.00000034,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.39017105,-0.90625000,621.98248291,0.00000000,0.00000000,246.07406616,264.18090820,274.32037354,0.00046599,0.00232502,0.00436226,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000044,0.00000000,0.00000011,0.00000000,0.00000000,0.00000051,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.38941574,-0.87030029,584.02612305,0.00000000,0.00000000,246.04631042,264.17352295,274.42749023,0.00047673,0.00233903,0.00427022,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000028,0.00000000,0.00000008,0.00000000,0.00000000,0.00000007,0.00000009,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.38864899,-0.83435059,539.98852539,0.00000000,0.00000000,246.01960754,264.11105347,274.45663452,0.00048591,0.00237093,0.00420182,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000005,0.00000000,0.00000005,0.00000000,0.00000000,0.00000017,0.00000000,0.00000000,0.00000000,-0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.38787460,-0.79843140,489.27490234,0.00000000,0.00000000,245.99855042,264.04278564,274.41943359,0.00049329,0.00240501,0.00417762,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000000,0.00000000,0.00000013,0.00000002,0.00000000,0.00000000,0.00000001,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.38708496,-0.76248169,434.06774902,0.00000000,0.00000000,245.98973083,263.96002197,274.29028320,0.00049782,0.00244555,0.00418633,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000002,0.00000001,0.00000000,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.38627625,-0.72653198,384.08764648,0.00000000,0.00000000,245.97950745,263.91909790,274.13504028,0.00050034,0.00246326,0.00420351,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,0.00000000,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.38546753,-0.69058228,339.91662598,0.00000000,0.00000000,245.97161865,263.89370728,273.97320557,0.00050134,0.00247726,0.00424103,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000000,0.00000002,0.00000001,0.00000000,0.00000001,0.00000004,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.38464355,-0.65466309,305.06817627,0.00000000,0.00000000,245.96711731,263.89016724,273.79998779,0.00050055,0.00247493,0.00429143,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000006,0.00000000,0.00000002,0.00000002,0.00000000,0.00000002,0.00000015,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.38381958,-0.61871338,272.60073853,0.00000000,0.00000000,245.94044495,263.89385986,273.62713623,0.00050267,0.00247051,0.00433256,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000009,0.00000000,0.00000003,0.00000002,0.00000000,0.00000002,0.00000041,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.38296127,-0.58276367,245.43513489,0.00000000,0.00000000,245.89537048,263.91265869,273.47534180,0.00050677,0.00245273,0.00436229,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000009,0.00000000,0.00000003,0.00000002,0.00000000,0.00000002,0.00000081,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.38211060,-0.54684448,222.01402283,0.00000000,0.00000000,245.83297729,263.94290161,273.38461304,0.00051356,0.00242390,0.00436275,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000005,0.00000000,0.00000003,0.00000001,0.00000000,0.00000000,0.00000141,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.38123703,-0.51089478,209.66424561,0.00000000,0.00000000,245.77369690,263.97595215,273.35723877,0.00051969,0.00241910,0.00434516,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,0.00000003,0.00000000,0.00000000,0.00000000,0.00000162,0.00000000,0.00000000,0.00000001,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.38034821,-0.47494507,205.27870178,0.00000000,0.00000000,245.71562195,264.00988770,273.36563110,0.00052641,0.00240338,0.00434133,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000000,0.00000003,0.00000000,0.00000000,0.00000000,0.00000143,0.00000000,0.00000000,0.00000001,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.37946320,-0.43902588,211.52383423,0.00000000,0.00000000,245.66317749,264.04931641,273.44192505,0.00053347,0.00239141,0.00432049,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000007,0.00000000,0.00000003,0.00000000,0.00000000,0.00000000,0.00000083,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.37855911,-0.40307617,219.82812500,0.00000000,0.00000000,245.63722229,264.08337402,273.43576050,0.00053671,0.00237594,0.00430000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000009,0.00000000,0.00000002,0.00000000,0.00000000,0.00000000,0.00000042,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.37764740,-0.36715698,235.48742676,0.00000000,0.00000000,245.63160706,264.10101318,273.45001221,0.00053774,0.00236393,0.00428758,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000008,0.00000000,0.00000002,0.00000000,0.00000000,0.00000000,0.00000015,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.37672043,-0.33120728,256.19415283,0.00000000,0.00000000,245.64801025,264.09997559,273.42581177,0.00053536,0.00235540,0.00428502,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000000,0.00000002,0.00000001,0.00000000,0.00000000,0.00000008,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.37577820,-0.29528809,273.44958496,0.00000000,0.00000000,245.67260742,264.10177612,273.39141846,0.00053255,0.00234538,0.00428457,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,0.00000001,0.00000001,0.00000000,0.00000000,0.00000002,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.37483597,-0.25936890,287.25006104,0.00000000,0.00000000,245.70419312,264.08801270,273.32806396,0.00052832,0.00234096,0.00428707,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.37387466,-0.22341919,295.94735718,0.00000000,0.00000000,245.73931885,264.06393433,273.27767944,0.00052467,0.00233747,0.00429067,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.37289429,-0.18750000,300.95602417,0.00000000,0.00000000,245.75758362,264.05166626,273.23568726,0.00052183,0.00233619,0.00429913,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.37192154,-0.15158081,300.96456909,0.00000000,0.00000000,245.75903320,264.04595947,273.18927002,0.00052014,0.00233652,0.00430649,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.37092209,-0.11566162,298.12982178,0.00000000,0.00000000,245.74841309,264.03018188,273.14007568,0.00051876,0.00234421,0.00431876,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.36991501,-0.07971191,288.78045654,0.00000000,0.00000000,245.73135376,264.01739502,273.11993408,0.00051607,0.00235430,0.00431452,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.36889648,-0.04379272,275.07559204,0.00000000,0.00000000,245.70495605,263.99719238,273.11788940,0.00051377,0.00236957,0.00429930,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.36787415,-0.00787354,256.42633057,0.00000000,0.00000000,245.67152405,263.97671509,273.12631226,0.00051130,0.00238764,0.00427616,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.36682510,0.02804565,242.46800232,0.00000000,0.00000000,245.64300537,263.95095825,273.14941406,0.00050853,0.00240481,0.00425116,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.36577988,0.06396484,232.36848450,0.00000000,0.00000000,245.62371826,263.93020630,273.18826294,0.00050575,0.00241666,0.00421502,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.36471176,0.09988403,227.02214050,0.00000000,0.00000000,245.60195923,263.89651489,273.25112915,0.00050264,0.00242927,0.00416730,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000002,0.00000003,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.36363983,0.13580322,227.04951477,0.00000000,0.00000000,245.58787537,263.86624146,273.29183960,0.00050397,0.00244144,0.00411981,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000002,0.00000002,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1
2015-02-03[00:00:00],1422918016.00000000,41.36254883,0.17172241,231.77099609,0.00000000,0.00000000,245.57810974,263.85360718,273.33547974,0.00051052,0.00244659,0.00407242,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000002,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
2015-02-03[00:00:00],1422918016.00000000,41.43767548,-2.30831909,1029.44299316,0.00000000,5.50067186,245.93661499,264.93011475,273.95309448,0.00044450,0.00228958,0.00473524,0.00000000,0.00000000,0.00008853,0.00000000,0.00000000,0.00000517,0.00000000,0.00000012,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.15899992,1
2015-02-03[00:00:00],1422918016.00000000,41.43736267,-2.27233887,1001.07958984,0.00000000,5.01682425,245.89466858,264.96060181,273.94683838,0.00044676,0.00227426,0.00473346,0.00000000,0.00000000,0.00006709,0.00000000,0.00000000,0.00000285,0.00000000,0.00000013,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.02800012,1
